Dataset,target_word,guess,similarity_score,iteration,word_embedding,vocabulary_words_file_name_path,vocabulary_words_count,execution_time
English,hint,nuts,10.178622184359154,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,hint,voracity,12.002548754914667,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,hint,hint,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,component,bellyaching,-8.873933383707744,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,component,dimer,18.52096128755589,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,component,component,99.99999726851253,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,expert,deigns,6.25516752694375,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,expert,unruliness,-9.064956050469375,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,expert,expert,99.99999791590906,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,analyze,calender,-3.1976157323640564,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,analyze,venial,10.919418052768638,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,analyze,analyze,99.99999859009796,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,stir,equitably,6.188240888761076,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,stir,conservationist,4.768735408170432,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,stir,stir,99.99999896579367,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,situation,elizabeth,5.8529526146550825,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,situation,implication,20.7063806441108,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,situation,situation,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,automatically,suctions,22.169391132217655,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,automatically,retransmissions,32.86811737355598,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,automatically,automatically,99.9999984146553,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,cream,unearthed,3.4003988607249958,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,cream,mourning,-3.809959151548936,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,cream,cream,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,bow,luxuriant,13.472406915544932,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,bow,hypercoagulability,-0.5224716992924705,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,bow,bow,99.99999974673278,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,bed,rhabdoid,13.560823577936654,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,bed,satirist,7.833621217587472,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,bed,bed,99.99999914638438,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,like,viaduct,0.6826717494528012,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,like,carnosine,-3.5310623660680385,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,like,like,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,even,lamellar,0.7727061825793968,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,even,verbatim,6.432087003066389,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,even,even,99.99999983482944,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,wage,wilder,-0.5629750516617849,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,wage,fiji,3.254733292956735,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,wage,wage,99.9999985637978,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,construct,theatergoers,-11.795323909642775,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,construct,construct,99.99999894033483,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,no,leachability,6.716505157784858,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,no,fet,9.616771152032488,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,no,no,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,diagnosis,subcompact,0.40420694124776446,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,diagnosis,tide,2.1779786318182004,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,diagnosis,diagnosis,99.99999849420871,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,helpful,registrant,9.390384566028887,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,helpful,usa,1.296270536024824,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,helpful,helpful,99.99999839440713,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,preference,cdr,9.482604090840162,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,preference,hoaxes,-7.868895217912897,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,preference,preference,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,bread,grovel,6.235086090370734,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,bread,subvertical,5.240541834631229,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,bread,bread,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,prosecutor,tuts,1.7753432481734333,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,prosecutor,overrepresentation,13.893708972109774,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,prosecutor,prosecutor,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,clinic,incapacitated,7.477221538775569,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,clinic,hysterically,7.3459722903380875,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,clinic,clinic,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,return,bearers,6.870116924818792,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,return,international,16.623913547942127,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,return,return,99.99999794419688,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,shirt,lassies,14.429543620775775,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,shirt,nearest,8.040951146708842,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,shirt,shirt,99.99999910400118,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,pay,inured,9.0717165479143,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,pay,insertions,-1.5685008984698934,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,pay,pay,99.99999809735695,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,contain,couch,-2.6298432378898173,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,contain,brickwall,-1.4306577374018081,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,contain,contain,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,fire,undeciphered,-7.413601766269773,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,fire,roofers,19.446733255882588,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,fire,fire,99.99999866449102,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,lane,vulgarians,1.0739601536601695,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,lane,paroling,4.3921769910507225,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,lane,lane,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,governor,skateboarding,-3.207481834491799,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,governor,tepid,7.133813269441847,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,governor,hotels,5.794082256480582,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,governor,governor,100.0,4,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,shift,copy,-0.5947557067280895,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,shift,flimsiest,-3.445826367699012,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,shift,shift,99.99999911416786,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,weight,providentially,4.214942974250501,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,weight,procedures,6.746242220483301,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,weight,weight,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,habit,tallow,3.7291688468184425,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,habit,parole,3.2356773608483325,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,habit,habit,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,transaction,insurrections,3.886428475186765,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,transaction,melodeon,7.773392880482833,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,transaction,transaction,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,credit,rerouted,2.3219467171333497,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,credit,covalent,4.045313187968736,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,credit,credit,99.999999225728,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,casual,spirt,4.773133101193261,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,casual,shifty,15.002135171982367,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,casual,casual,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,impact,swindle,2.8837103460995217,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,impact,graphing,0.8941786553759545,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,impact,impact,99.99999829402752,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,formal,waster,-4.705429361891111,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,formal,congo,-3.88516633646796,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,formal,formal,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,withdraw,impassion,10.125860018441223,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,withdraw,olympians,3.404422520716599,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,withdraw,withdraw,99.99999856948017,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,shall,torah,14.820068196892844,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,shall,retractions,17.478671938191724,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,shall,shall,99.99999927653971,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,try,ringed,2.9782256272159136,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,try,berthing,-2.9271921261316836,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,try,try,99.99999920827456,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,superior,catbird,7.134560557429048,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,superior,subscriber,6.171610342690781,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,superior,inrushing,3.8474397960466145,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,superior,superior,100.0,4,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,satisfy,crosscut,0.3656978726893967,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,satisfy,accommodation,16.705289238615816,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,satisfy,satisfy,99.99999951071213,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,currency,poltroon,2.165324792908785,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,currency,wildlife,12.797541357502151,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,currency,currency,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,classical,haberdashery,17.30933666703285,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,classical,husker,7.822862960395072,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,classical,classical,99.99999846210538,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,basketball,atomizes,-5.102735023876237,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,basketball,scalloper,12.808486144828734,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,basketball,basketball,99.9999985974196,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,church,roistering,3.0309681288318013,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,church,expecting,2.451797717305637,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,church,church,99.9999999202552,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,denial,pseudonymity,27.471265849638637,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,denial,updaters,15.605356437900909,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,denial,denial,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,learning,hir,14.71834920275823,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,learning,nudes,-1.7903256819350455,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,learning,learning,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,memory,rubble,7.3117886041975115,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,memory,vibrators,-0.006728060313831996,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,memory,memory,99.99999962905505,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,movement,digging,10.121641427488015,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,movement,sunbonnet,7.244343510904572,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,movement,movement,99.99999797678386,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,embrace,cannulated,5.64402893493845,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,embrace,stopping,-1.2130058697038093,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,embrace,embrace,99.99999981675336,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,cup,coeval,3.1743938918349257,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,cup,revising,-1.6544859449730387,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,cup,cup,99.99999989943313,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,false,gainsaying,12.513317159665128,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,false,commotion,5.859974241633159,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,false,false,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,age,clint,4.706849692647996,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,age,bounding,4.447865333773892,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,age,age,99.99999880028855,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,nurse,flytrap,9.17000227060888,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,nurse,manic,5.3975309200373855,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,nurse,nurse,99.99999872675195,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,oh,zee,41.50687412114537,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,oh,oh,100.0,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,revolution,ressentiment,28.847411441972802,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,revolution,tonk,14.63454595618552,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,revolution,revolution,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,arrange,percussiveness,-8.306657727943477,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,arrange,arrange,99.99999773214142,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,supermarket,ge,2.154746843868738,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,supermarket,humidors,4.847219088139443,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,supermarket,supermarket,99.99999879653488,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,steal,dewatered,-3.1227156527956046,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,steal,coquetry,2.370150334818244,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,steal,steal,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,lose,unchastity,4.049234641804988,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,lose,newscast,6.99194820954423,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,lose,lose,99.99999866532113,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,drill,censored,2.180130341719244,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,drill,flophouses,1.5178139064087603,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,drill,drill,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,friend,spicier,7.3755185044740434,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,friend,proprietress,20.739852520608725,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,friend,friend,99.99999962274605,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,photograph,wienie,9.159460125733343,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,photograph,dihydrochloride,-3.685219260171535,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,photograph,photograph,99.99999953403513,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,split,hobbyists,-2.389601628972682,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,split,rehoused,12.27957644278439,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,split,split,99.99999886652434,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,order,spermicidal,4.036619924206009,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,order,painstaking,5.647531042425324,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,order,order,99.99999831148314,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,your,hyperpyrexia,13.401741408964208,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,your,squirms,9.000031230244964,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,your,your,99.99999952113033,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,tip,aligning,-5.530176713233459,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,tip,tillable,-1.1941793176801552,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,tip,tip,99.99999931874683,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,go,deathlike,-0.2575344019537962,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,go,eclipsing,-0.6490823903124054,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,go,go,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,dog,basic,5.978351123698289,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,dog,toxic,10.292422877488717,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,dog,dog,99.99999905261127,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,cast,tacitly,6.576240815267598,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,cast,freeport,2.73669468765394,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,cast,cast,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,cognitive,stringing,3.6729983096092877,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,cognitive,hereditarily,25.410583213765946,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,cognitive,cognitive,99.99999946752396,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,lemon,recreated,11.292809179996155,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,lemon,canonising,9.865433347713626,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,lemon,lemon,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,relatively,securest,12.102278999788773,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,relatively,vagrants,8.19122689463667,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,relatively,relatively,99.99999784072574,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,instruct,flouting,14.57558155069707,1,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,instruct,bludgeoning,8.439867177377513,2,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
English,instruct,instruct,100.0,3,Word2vec Model,C:\Users\yossi\Downloads\final project\english-words.txt,97418,380.4895040988922
